・このSSは,静・ジョースターの奇妙な日常
仗助,や、やっぱりコイツ……性格悪ィ～～ッ
露伴,……それに、実はぼくはもう、キャンプなら死ぬほどやったんだよ
康一,え？そうなんですか？
露伴,ピンクダークの少年の第7部が、アメリカを舞台にしていたんだが……
康一,知っていますよッ！馬のレースの話でしょう？最後の展開はドキドキしましたよッ！
露伴,キャンプシーンを描くためにね、ぼくもテントを担いで山の中に入ったんだよ。取材としてね……ぼくの所有地である山でキャンプしたんだ。ぼくが買った、山の中で……ね
仗助,……性格悪ィーッ
露伴,ある嫌な事があったから、六壁坂村には近づかないようにと考えて、数日間キャンプをしたんだよ。……しかし……
康一,？……何かあったんですか？
露伴,……六壁坂は、以外と多い。山の中に……何匹もいるんだ……
康一,……？
仗助,……？
露伴,……キャンプをするなら、気をつけた方がいいぜ。康一くん。意外にも、人類の思いもしない生き物ってのが、この世には何匹も存在するんだからな……
康一,は、はい。……あ、ぼくは行かないかもしれないんですけど
露伴,それと、仗助くん。……ぼくの所有地でキャンプをするなら、きちんとぼくに許可を取ってくれよ？それがマナーってやつだからな
仗助,……康一、後で露伴先生の所有する山とはかけ離れたキャンプ場探してくれ
康一,自分で探しなよぉ～～……もうっ。それでは、失礼しましたー
仗助,どうもです、露伴先生ィ～～ッ。さーてッ、あと声かけてねえのは……結構大変だな、これ
康一,ぼくも手伝うからさ、頑張ろうよ仗助くん
仗助,じゃあ、ここからは手分けしてやろうぜ。康一は早人とジャンケン小僧のとこ行ってくれ。おれは……あ、そうだ
康一,？
仗助,……一応、呼ばなきゃあならねえ人がいるよなあ……
虻村,なんだ、静かよォ～～。どうした？俺に何か用か？
静,別にィ～～……って、アレ？康司と委員長は？
虻村,康司は親戚のとこに行って、委員長は海外旅行だよ。いいよなァ～～ッ
静,フーン……え？じゃあ、アンタ一人？
虻村,おうっ！そうだぜェェーッ！……で？結局何の用なんだよ？どっか遊びに行くのか？
静,……あー……じゃあ、いいわ。アンタ一人なら、別に
虻村,オイッ！テメェーなんか俺に冷たくねえか？もっとこう……なあ？
静,じゃあねェーッ
虻村,おいおいおいおいおいおいおい！静ちょっと……えっ？マジかッ！？お前マジに無視すんのかよォォーッ！？
大林,キャンプぅ～～？行かないね。却下。ごめんだ
静,……
大林,山なんか虫多いし、刺されるし、ヘビとかいるし、女の子が水着じゃあねーじゃんか。撮りがいが無いんだよ撮りがいが……川あんのか？泳ぐ予定は？
静,いや……今ん所は、なんとも
大林,じゃあ、いいや。俺は行かないよ。一人海行ってナンパに写真撮影と洒落込むぜ。せっかく夏休み前に退院出来たんだからなァ～～楽しまねえと！ウヒヒッ！……あ、法に触れるよーな写真は撮らねえよ、マジで
静,うん……そうね。できたらそうして。ハァー……なんであたし、こいつに声かけたんだろ。……もしかしてあたし、友達少ないのかな……？
純,だァーかァーらッ！！私に声かけんなっつってんだろうがァ――ッ！！静ァ――ッ！！
静,……よ、予想はちょっぴりしてたけど……ひどくない？
純,この前100万やっただろ？あれで満足出来ないのか？ア？……私はあれで全部チャラッ！っつったよなァ？……なのにお前は、今ぜんっぜん金持ってねえ私から、まァーだムシり取ろぉってえのかッ？ア゛アッ！？
静,……お金、持ってないの？
純,全部処分したんだよッ！霊園にくれてやったッ！
静,……霊園？
純,ああ、そのー……あれよ……うちの、その……父さんの、墓をさ……
静,……ああ……
純,と、とにかくッ。私は今クリーンな金で生きてんの。毎日毎日バイトで忙しいったらありゃしないわ。だから、貴女に金はマジでやれねえから……勘弁して
静,金の話じゃあないっての。実はさ……今度キャンプ行くんだけど
純,……はあ？
静,その……一緒にどうかな？って……
純,無理。忙しい。同じ事何回も言わせないで
静,……
純,……何よ？
静,純……アンタちょっと痩せた？
純,別に……夏バテよ、夏バテ
静,……ご飯、ちゃんと食べてる？
純,食べてるわよッ！お前は私の母親か！……母の記憶なんて無いけど
静,昨日何食べたの？
純,……おにぎり
静,……え？マジ？……それだけ？コンビニのって事？
純,……
静,……
純,……あ、あと……あんぱんも食べた
静,……な、何も言わないで……なんか泣きそうなってきた
純,しょうがないじゃん……父さんの事について、警察の取り調べは全部知らないで通したけど、家住めなくなっちゃって……安いホテルに素泊まりするしかねえんだもん
静,……
純,確かに、弁当買えなくなったのは辛いけど……
静,……え？……い、今までは晩御飯に、弁当を食べてたの？
純,うん。……？……何かおかしい？
静,だって、その……料理とか……えっと、ううん。なんでもない……なんか、ゴメン
純,？
静,……その、さ？純……キャンプに来たらさ？
純,……何よ
静,……美味しいバーベQ、食べ放題よ？
純,……
静,お昼はカレーとか作るだろうし、朝ごはんにはパンとソーセージと目玉焼き！お魚だって釣れるかもしれないし、もしかしたら山の幸なんかも……あるかもよ？
純,……この私が、メシごときで釣られると思ってんの？
静,別にそういう訳じゃあねーっての。メシ抜きにしても、あたしは……色々あったけど、今はアンタと仲良くしたいって……そう、思ってるわ
純,……
