Turn1,愛神が生まれた日
ジノ,ジャンジャンジャジャジャジャッジャッジャンジャン！
ミレイ,アーニャもああ言ってるわよ？
ルルーシュ,ぐっ・・・会長。いや、ミレイ・・・！
ミレイ,っ！
ルルーシュ,いつも元気で、一緒に居ると楽しい貴女が・・・オレはとても魅力的に感じます
アーニャ,♪恋のまじないアーニャビィームかけてあげるわ♪
ミレイ,っ！
ルルーシュ,・・・以上です
ジノ,ジャンジャンジャジャジャジャジャッジャッジャンジャン！
咲世子,やり直しです
ルルーシュ,なっ！？
ミレイ,ま、まだまだ甘いわ！もっと心を響かせる口説き文句が欲しいなぁ～
ルルーシュ,うぐっ・・・
アーニャ,♪カモンレッツダンスカモンレッツダンスベイビィ♪
ジノ,タタタン！タタタン！タタタン！タタタン！べいびぃ！
咲世子,女性を満足させる口説き文句を持つ事は大人のたしなみですよ
アーニャ,♪いつになったら、大人になれるのかなぁ～？♪
ルルーシュ,そんな話聞いたことありませんよ・・・
ミレイ,大人になるのよ、ルルーシュ！今日、ここで！
ルルーシュ,・・・ふぅ。いきますよ
ミレイ,・・・
ルルーシュ,ミレイ！
ジノ,ジャンジャンジャジャジャジャジャッジャッジャンジャン！
ルルーシュ,好きです！
咲世子,却下です
ルルーシュ,なっ！？
ミレイ,それならさっきの方がマシだったかなぁ
咲世子,ルルーシュさま、女性を口説くのに必要なのは愛と勇気です
ミレイ,ルルーシュってウブだもんね。女の子口説く勇気あるのかな？
アーニャ,♪もしもなかったら少し困るな♪
咲世子,テイク３！どうぞ
ルルーシュ,ミレイ！好きだ！手を繋ぎたい！
アーニャ,♪そんなのイヤよ強く抱いてね～♪
咲世子,やり直しです
ミレイ,アーニャの言うとおり抱きしめたいくらい言ってくれれば良いのに
ルルーシュ,なっ！？さ、さすがにそれはやりすぎでしょう！
ミレイ,まだまだ青いなぁ
アーニャ,♪TOBで～株を買い占め～♪
ミレイ,思い切ってキスしたいくらい言ったらキュンとくるかも！
ルルーシュ,なんて破廉恥な・・・
咲世子,ルルーシュさまがそこまで言ったら努力を認めましょう
ルルーシュ,そうか・・・。では、覚悟を決めよう
咲世子,テイク４！
ルルーシュ,ミレイ！
ミレイ,！
ルルーシュ,す、好きだ！愛している！キスしたい！
アーニャ,♪キスって、どんな味がするんだろ・・・♪
ミレイ,っ
咲世子,どもりましたが・・・まぁ、良いでしょう。合格です。ハンコをぽちっと
ルルーシュ,ようやく終わったな・・・
ミレイ,・・・
ルルーシュ,会長。いよいよゴールです。行きましょう
ミレイ,え、えぇ・・・。それよりルルーシュは私とキスしたいのかな？ん？
ルルーシュ,ちょ・・・茶化さないでください！
ミレイ,ふふ。まぁ、その話は後にしてまずゴールをめざそっか！
ルルーシュ,後でするのですか・・・。とりあえず行きましょう
咲世子,若いですね・・・
アーニャ,♪恋のマジカルみっくるんるん♪
ジノ,ジャンジャンジャジャジャジャジャッジャッジャンジャン！
アーニャ,・・・歌い終わった。恥ずかしい
ジノ,はは！なかなか新鮮だったなぁ
咲世子,あ、すみません。途中から聞いていませんでした。もう一回お願いします
アーニャ・ジノ,
ミレイ,結局ブービー賞かぁ
ルルーシュ,ゴルフ場でのタイムロスが痛かったですね
カレン,優勝賞品・・・みかんの匂いがする消しゴムって何よ・・・
スザク,ははは。これで勉強がはかどるかもね・・・
カグヤ,あっ、アーニャたちが来ました
ジノ,私たちが一番最後かぁ
アーニャ,篠崎咲世子の陰謀・・・
ミレイ,全ペアゴールについた所で晩御飯の準備を皆でしましょ～！
ルルーシュ,もうそんな時間か・・・
