ミリＰ(以下Ｐ),シアター組総勢37名大型ライヴ！皆お疲れ様！
Ｐ,そうですね！
麗花,こ、小鳥さん～～～～！///
小鳥,終了です。では描いた絵をお互い見せ合いましょう！
麗花,はいどーぞ♪
Ｐ,おぉ....似てるな。よくこの短時間でここまで....
麗花,ありがとうございますっ！
小鳥,ではプロデューサーさんの絵を
Ｐ,非常に申し訳ないんだが....こうなった...
麗花,わぁ......で、でも子供っぽくて可愛らしいタッチというか...
Ｐ,フォローはやめてくれ！自分でもド下手なのわかってるから...俺なりに可愛く描いたつもりなんだ！で、でも...画力がないから...麗花を可愛く描けなくて...
麗花,だ、大丈夫ですよぉ。これ、大事にしますね
Ｐ,だがひとつだけ言わせてくれ！麗花は可愛いからな！こんな絵よりも十倍百倍千倍万倍可愛いから！！
麗花,わ、わかりましたから～！/////
Ｐ,俺は何度でも言うぞ！謝罪の意味も込めて！麗花は可愛い！超絶可愛い！！
麗花,もぉ～～～！！///
育,絵見たーい！
環,たまきもたまきもー！
麗花,いいよ～
エミリー,わぁ....本当に可愛らしい絵ですね...
琴葉,ものすごく子供っぽさを感じるわ...
恵美,まさか絵が下手とはね～？
Ｐ,仕方ないやんけ、プロデュースに関係ないんやし
奈緒,でもええなぁこれ
麗花,一生大切にしますね
まつり,プレゼント２個はズルいのです！ぎるてぃー！なのです！
Ｐ,仕方ないｼﾞｬﾝ！
百合子,二つ貰ったなんて言えない....
小鳥,はいみなさーん、次始まりますよー。お次のプレイヤーは莉緒さんです！
莉緒,来たわね！
小鳥,内容は野球拳です！
全員,野球拳！？
ひなた,野球....するべか？
奈緒,やきうの時間やて！？
茜,やきうの時間だああああああ！！
風花,二人ともテンション高すぎ！
Ｐ,そもそも野球拳ってまさか
小鳥,はい、その名の通りです。プロデューサーさんと莉緒さんには別室で行ってもらいます
莉緒,脱ぐの！？
小鳥,脱がないならいいですけれど～
Ｐ,じゃそれで
莉緒,脱ぐわ！
Ｐ,。いやダメですよね！？アイドル！その前に女性！
莉緒,つべこべ言わずに行くわよ！
Ｐ,あぁぁぁぁ引きずられるの痛いぃぃぃぃぃ！！
全員,.........。......は！？！？
恵美,さすがにアウトでしょ！
ジュリア,不公平じゃんか！
小鳥,不公平？
ジュリア,あっ
小鳥,ご安心して下さい。別室での野球拳は皆様も見守れるよう
ジュリア,モニターか
小鳥,音声のみ流します
ジュリア,意味がない！
亜利沙,意味がない！
歩,意味がない！
Ｐ,負けた......まぁ上着くらいなら
莉緒,私、プロデューサー君を全裸にさせる覚悟だから！
Ｐ,やめてください死んでしまいます。ネクタイなら。ちょっと強すぎでしょ！
莉緒,私は強運で守られている！今の私ならたとえ6発中5発弾丸の入ってるロシアンルーレットでさえ生き残れるわ！
Ｐ,くぅ～！
莉緒,ほらＴシャツも♪
Ｐ,...
莉緒,また勝った......！
Ｐ,何故だ！何故こんなにも莉緒が強い！
莉緒,ふふふ！さぁ、これで上半身は裸よ！
Ｐ,.....寒い、そして恥ずかしい
莉緒,！。ぷ、プロデューサー君、意外と筋肉あるのね...
Ｐ,当たり前です。プロデューサーたる者、アイドルを守れる存在でなければ
莉緒,ちょっと.....抱かれてみたいかも....
海美,
環,う、うみみー！しっかりしてー！
紗代子,プロデューサーの筋肉見たさに...！
海美,ｷﾝﾆｸ....ｷﾝﾆｸ....ﾐﾀｲ.....
千鶴,重症ですわ...
奈緒,私見たで
歩,アタシも
海美,
莉緒,た、逞しい......///
Ｐ,ジャンケン！
莉緒,へっ！？
Ｐ,よっしゃぁぁ―――！！
莉緒,ま、負けた！？仕方ないわね...
Ｐ,莉緒はいつも脱いでるイメージだからあんまり興奮しないな
莉緒,ちょっと！？それは失礼じゃ
Ｐ,ジャンケンポイ！
莉緒,へっあ！？
Ｐ,しゃっぁぁぁぁ！！
莉緒,今のは卑怯よ！
杏奈,プロデューサーさん、本当は見たくて必死なんじゃ...？
朋花,...私の身体じゃ、興奮なんかしてくれませんよね...
未来,朋花ちゃん可愛い...
Ｐ,残り一枚で下着か！
莉緒,うぅ～///ま、負けるもんですか！。ま.......負けた....
Ｐ,イヤッホォォォォ↑↑↑↑
莉緒,下着が....
Ｐ,ＤＶＤ！ＤＶＤ！
莉緒,えぇい！もうどうにでもな
Ｐ,はいそこまで
莉緒,え...？
Ｐ,脱がなくていい。このお遊びはお終いだ
莉緒,ど、どうして...？
Ｐ,確かに莉緒はセクシー路線で活動できる。しかし、高頻度で肌を晒せば品が落ちる。モテるから、売れるから露出....莉緒の身体はそんな安いものじゃない
莉緒,プロデューサー君...
Ｐ,自分の身体は大切にしてほしい。だからこれでお終い
莉緒,..........。....でも私だって、見せる相手を選んでるわ
Ｐ,選んでる？
莉緒,なりふりかまわず見せてるわけじゃない。あなたが....仕事場にいる時だけ大胆になるの。あなたに見てほしいから...
Ｐ,り、莉緒...
莉緒,それじゃこれは終わり！からかって悪かったわね～。じゃ！
Ｐ,........
百合子,聞いてるコッチも恥ずかしい...///
歩,...///
小鳥,さぁ次に移ります、はい！
このみ,やっと来たぁぁぁぁ！
美奈子,まさかのラストォォォォォォ！！
Ｐ,俺がモーニングコールをするんですね？
小鳥,はい、実施は明日の朝からになります
このみ,プロデューサーからのモーニングコール....！
瑞希,モーニングコール、私も欲しいです
莉緒,瑞希ちゃんはとても惜しい事したからね
瑞希,言わないでください...凹みます。ずーん....
莉緒,あぁごめんなさい！
奈緒,でもモーニングコールって、そんなドキドキするん？
茜,茜ちゃんにはわからない
翼,う～ん
百合子,ドキドキするよ！だって好きな人が起こしてくれるんだよ！？
全員,！！
Ｐ,あっちメッチャ盛り上がってますね？何を話してんだろ
このみ,モニコモニコモニコモニコ.....！
百合子,目が覚めたら愛しの彼が目の前にいるみたいで！寝起きの自分がバレちゃって恥ずかしくて！それでもいつもの私を彼に知って欲しい...！モーニングコールは偉大なんだよ！全部本の受け売りだけど！
ロコ,お、恐るべしモーニングコール...！
百合子,皆目を瞑ってみて！。気持ちのいい夢の中...そこに響くのは彼の声...。全く....お前ってやつは...お寝坊さんだなぁ...
亜利沙,ﾌﾞﾌｧｯ！！
静香,ﾌﾞﾌｫ！！
百合子,皆どう思うの！？
全員,モニコ最高
Ｐ,何でアッチでモーニングコールのコール始まってるんですか...？
このみ,サンクス！サンクス！サンクス！サンクス！モォニコォゥ！
小鳥,お次は
美奈子,....よしっ。車で...送る？
小鳥,今日、このパーティが終わったらプロデューサーさんが美奈子ちゃんをお家まで送ってくれます
Ｐ,送るくらいなら全然
ジュリア,でも頻繁に車で送ってないか？
Ｐ,送ってるけど、最近一人だけを送ったことはないなぁ。皆売れて来たからほぼ同時に送ってるから
杏奈,形勢逆転....
美也,マズイですね～
志保,でも間違えは起きないでしょう
翼,でも美希先輩がハニーは天然セクハラだからね～って言ってたよ
亜利沙,まさかそそそそそそんななななな
瑞希,松田さん落ち着いてください
美奈子,車かぁ....私一人....
小鳥,美奈子ちゃーん
美奈子,はい？
小鳥,家に着いた後、どうするかは美奈子ちゃんの勝手よ
美奈子,！！！！
小鳥,頑張ってね～
美奈子,.....！
小鳥,はい、絶対君主ゲームはこれで終了ですが、まだ法の下にいるアイドルはまだまだ続きます！。本日はお付き合い戴き真にありがとうございましたー！
莉緒,皆、この後はどうするつもり？
千鶴,帰るのでは？
莉緒,あら、語りたいことは一言もないのかしら？
全員,......あ、ある！！
莉緒,なら二次会全員参加ね！！ファミレス行くわよ！！
全員,オォォ―――――！！！
このみ,わ、私は帰らせてもらうわ！明日があるし！
琴葉,私も帰ります。今日は考えたいことがあるので
莉緒,そ、そう....？なら仕方ないわね...。二次会楽しむぞー！
全員,オォォォォォォォ！！！
Ｐ,二次会楽しそうだな。ファミレスでナンパされないようにお姉さん達がフォローしてあげてくださいね！後未成年は早めに切り上げるように！
全員,はーい！
Ｐ,よし、さぁ帰ろうか美奈子
美奈子,は、はい！
莉緒,泣いても笑っても二次会騒ぐぞー！
全員,っしゃっああぁぁぁぁぁぁ！！
莉緒,皆、今日はお疲れ！とっても楽しかったわ！乾杯！。未成年が多いから、やむを得ずファミレスだけど堪忍してね
千鶴,かまいませんわ
麗花,はーい♪
莉緒,今日の絶対君主ゲーム、満足度は？
全員,100%！！！
莉緒,そうよね！
桃子,満足に決まってるよね！だって桃子、お兄ちゃんに抱かれたんだもん！
全員,...
海美,ん......？
ロコ,..........
桃子,あれ....？どうしたの皆
莉緒,完全に地雷踏んだわ、桃子
恵美,抱かれたは、意味がちょっと違うかなぁ...
育,わたしなんかチューしたもん！ほっぺだけど
全員,......
茜,年少組の爆弾がヤバイ
海美,わ、私なんてむ、む、胸揉まれたしな～？これもう一線超えたようなもんだよね～？
のり子,そんな事言ったら押し倒されたし
杏奈,聞き捨て....ならない.....
莉緒,大切な体って言われたわ
百合子,ちょ、莉緒さん！
風花,魅力的な身体って言われました
百合子,風花さんまで！
ロコ,大切なアイドルって言われました！
百合子,ロコちゃん！
亜利沙,タイプだと言われました！
静香,！？
昴,なんだって！？
亜利沙,プロデューサーさんはありさをタイプの女！って言ってくれたんです！
ジュリア,う、嘘だ！
亜利沙,嘘じゃないです
朋花,私は大好きって真剣に言われましたけど～？
亜利沙,ぐぬぬっ.....
まつり,姫も言われたのです！
紗代子,あれは演技で
まつり,ぐぬぬっ.....
未来,私も好きって！
のり子,あの好きは社交辞令みたいだった
未来,ぐぬぬっ.....
まつり,ひなたちゃん、ここでもパフェを食べるんですの？
ひなた,うん、さっきの味が忘れられなくてねぇ。でも味が違うんだわぁ
可奈,味が違う？
ひなた,あれは....間接キスの味だったんかなぁって
まつり,で、でも一方的にプロデューサーが食べてて！
ひなた,こっそりあたしも食べてたんだわぁ
まつり,
紗代子,ひなたちゃんがトップに躍り出た
瑞希,き、キスなら私も
のり子,....してなくない？
瑞希,.......。ずーん.....
のりこ,わぁゴメンゴメン！
歩,ア、アタシがトップかもな！だって人口呼吸したし！すなわちキスだし！
昴,キスしたの覚えてないんだろ？
歩,.......。ずーん....
昴,ごめん歩！
歩,いいんだ......覚えてないアタシなんて....ｸﾞｽｯ...
エミリー,キスなんて、結婚すればいくらでも出来ますから悔しくないです
星梨花,結婚....？
翼,どういうことかな、エミリー
エミリー,私は仕掛け人様と結婚しようと
可奈,私は！私は、プロデューサーさんがお嫁に貰ってくれると言ってくれました！
千鶴,わたくしなんてプロデューサーとの人生設計は既に整ってますのよ！？
志保,プロデューサーと家族になりました
エレナ,愛してるッテ！
奈緒,一緒に風呂入った！これもう夫婦のすることやで！
美也,一緒に寝ました～♪
麗花,似顔絵とプレゼント、大事なものを二つ貰っちゃいました
百合子,私なんてプレゼントふたつですからね！
未来,え！？なんで！？
百合子,教えな～い！
茜,もう皆怖いよ....優劣付けるの禁止ィ！話が終わらないよ！
静香,そういう野々原さんは、何もいう事がないんですか？
茜,あっるわけないじゃ～～ん！プロちゃんは皆のもの！これで茜ちゃんの話はお終い！
瑞希,話すことがないのに、二次会には参加しません
茜,あっ。......～～～～！////。...も、もう茜ちゃんが喋り出したら止まらないからね！？後悔しないでよ皆！茜ちゃんのゲームの内容なんだと思う！？魅力を語るだよ！？あんな好きな人が自分の好きな所を周りに言うって！どれだけ嬉しいことかおわかり！？おわかり！？
全員,うごっ......あががっ.....！！
茜,そしたらプロちゃんは最後にお前に出会えて本当に良かったって言ったんだよ！？じゃあ今日茜ちゃん普通に寝れますかって寝れるわけないよ！一晩中プロちゃんのこと考えちゃうに決まってるじゃん！今でもずっと考えてるくらいなんだからさ！
ジュリア,じゃ、じゃあアカネはプロデュサーの事が好きなのか....？
茜,好きに決まってるじゃん！野々原はウザイ黙ってれば可愛いとか散々.....ｸﾞｽｯ....散々言われてきたのに....プロちゃんはそれを含めて茜の魅力だって言ってくれたんだよ！？茜ちゃんが失敗して落ち込んでてもも元気じゃない茜は茜じゃないって励ましてくれるんだよ！？好きになるに決まってるじゃんか！。ジュリアンはプロちゃんのこと、どう思ってるのさ！
ジュリア,あ、あたしは....その....恋とかよ、よくわかんねぇし....でもあの人に感謝はしてるぜ？これが恋っていうか信頼とか.....でも、手を握られた時、スッゲェ胸が痛かった...
翼,ジュリアーノ、それ恋じゃないかな
ジュリア,....わっかんねぇよ....
可奈,....ジュリアさん...
エレナ,......
静香,でも......まだこの絶対君主ゲームは終わっていません
星梨花,あと二人......
翼,本格的なデートは明日.....不安しかないよ～
莉緒,なら、打つ手はひとつ.....！
そら,まさかっ.........！！
美奈子,助手席いいですか？
Ｐ,どうぞ
美奈子,あ、ありがとうございます！
Ｐ,美奈子の家は....おぉ、ここから30分もかかるのか。よしシートベルトは絞めたな
美奈子,はい！
Ｐ,じゃ行くぞ。今日は楽しかったな。ああいう皆でやるゲームとか高校以来で懐かしかったなぁ
美奈子,まだ若いんですから、思い出にふけるのは早いですよ
Ｐ,そうか？....それに今日でアイドル達の色んな表情を見れてよかった。勉強になった
美奈子,それは、なによりですね....あはは
Ｐ,？
美奈子,よ、よく考えたら、私が一番長くプロデューサーさんを独占してるかも！？。.......明日の可憐ちゃんを除けば....
Ｐ,次の信号左か。それにしても今日は疲れた...
美奈子,私も疲れました...気になりすぎて
Ｐ,やっぱり全員と向き合うのって大変だな。改めてそう感じたよ
美奈子,プロデューサーさんは日頃から頑張りすぎです
Ｐ,新しい人を雇ってもなぁ、積み重ねてきた今もあるし...もうここまで来たら俺も皆の世話をしたい
美奈子,自分の身体、大事にしてくださいね
Ｐ,ありゃ、莉緒にも同じ事言ったのに、逆に言われちまった
美奈子,一人の女の子といる時は、極力他の女性の話はしない方がいいですよ、プロデューサーさん
Ｐ,そ、そういうものなのか？
美奈子,はいっ
Ｐ,わかった...。結構信号捕まるなぁ
美奈子,....。あの、プロデューサーさん
Ｐ,はい
美奈子,どうしてプロデューサーなんですか？
Ｐ,それはロミオみたいな意味か？あぁ、職業の事か。そうだな、まぁ社長に誘われたのが入社した経緯だが、その後まだ売れてない皆を見て思ったんだ。この子達が売れないのは絶対におかしい！って。それで決意した。皆をトップアイドルにしようって
美奈子,皆可愛いし、性格もいいですもんね
Ｐ,美奈子もそうだぞ
美奈子,わ、私は別に....///
Ｐ,その夢が叶って、アイドル達が俺の生きがいだということにも気付けた。美奈子たちには本当に感謝してる
美奈子,感謝してるのは私達の方です！プロデューサーさんがいなかったら私.....
Ｐ,大丈夫、俺はずっとここにいる。心配しないで
美奈子,プロデューサーさん....。.....あの、プロデューサーさんの周りって、女の子ばっかりじゃないですか
Ｐ,仕事上仕方のないことだけどね
美奈子,け、結婚とか.....ど、どうするんですか？
Ｐ,考えてないかなぁ...今は仕事に専念したいし
美奈子,専念してたらあっという間に30、40ですよ
Ｐ,うぐぐっ.......それは嫌だ...
美奈子,あの.....私なんてどうですか....？
Ｐ,え！？
美奈子,私だったら...アイドルを捨ててプロデューサーさんと一緒になる覚悟だってあります！それにプロデューサーさんを好きな子だっていっぱいいますし....私は...私は！プロデューサーさんの支えになりたいんです！
Ｐ,み....美奈子.....
美奈子,大好きです...プロデューサーさん....
Ｐ,俺も....俺も...美奈子の事が....
美奈子,大好き....ぷろりゅうしゃぁしゃん....えへへぇ...
弟,姉ちゃん！！
美奈子,へぇわっ！？。あ、れ.....？ここ...家？
弟,さっきプロデューサーって人が姉ちゃんを運んでくれたんだよ。途中で寝ちゃったからおんぶしてくれて
美奈子,..........嘘でしょ
弟,本当だよ。母ちゃん見てみなよ。めっちゃニヤニヤしてるだろ？
美奈子,うわぁぁぁぁぁ！！/////。じゃあさっきのは夢！？結婚するって...！支えになるって....！。プロデューサーさんからメール...？。.....ゆ、夢じゃ....あっ、下にスクロール。ふわぁぁぁぁぁぁぁ！！！！//////。寝言ぉぉ！！よりによって寝言ぉぉぉぉ！！！/////。恥ずかしいのと惜しい気持ちで切ないよぉぉぉぉ！！！////。わああああああああああああああああああ！！！！//////
弟,姉ちゃんうるさい！！
Ｐ,明日は可憐とデートか......豪華客船、楽しみだなぁ。それにしてもプランが凄いな....一体いくらかかったんだ。俺ひとりじゃ支払えないくら。電話...一旦止めるか。はいもしもし、おぉやっぱり。毎晩かけてくるから君だってわかってたよ。うん、今日は大きなイベントがあってね？そうそう、ん？今度の日曜日？俺の家に？いいけど、また皆で遊びたいね。君ひとりだけ？まぁ来てもいいけど.......わかった日曜日ね。じゃまた連絡するよ。おやすみ。かすみちゃん。......かすみちゃんに電話番号教えたっけな～。やよいに教えてもらったのかな？きっとそうか
琴葉,......プロデューサーと結婚かぁ....。...............。何考えてるんだろ。決まったわけでもないのに....でも約束はしたわ。.........こういうことを考えるからヤンデレって言われるのね。気を付けよう。......ヤンデレって確か想像妊娠とかするのよね？怖い.....原理も理解できないし...。........。明日は確かデートだったわよね.......。どうして胸がムカムカするんだろう.....まぁ私には関係のないこと....。ただのデートだもの。それくらいいくらでっもっ.......！？！？。ど、どうしたのかしら.....体調が優れないわね.....。吐き気もする......。きっと.....気になりすぎているだけだわ.....きっとそうよ....
母,琴葉～、今日のお話お母さんに聞かせてよ～......琴葉！？。あなた大丈夫！？
琴葉,だ、大丈夫....ちょっと吐き気がしただけ。急に.....
母,あら....急に吐き気だなんて、まるで妊娠したみたいね。まぁ琴葉に限ってそんなことないだろうと思うけど！
琴葉,...........
このみ,明日はプロデューサーからモーニングコール....。べ、別にお姉さんだし！？年下からの電話でワクワクなんかしてないけど！？。...........ふふっ。楽～し～み～だ～な～♪えっへへ～～♪。あぁー.......あの後興奮しすぎて全然寝れなかったわ.......。.....。今は朝の８時....も、もうすぐなんじゃないかしら...？。！？き、きたぁ！！このモーニングコールでいい雰囲気になってそれでそれで...！。皆...！このチャンスを逃すわけにはいかないの！抜け駆けごめんなさい！！。あの！プロデューサー！私、あのあの...！プロデューサーのこと、す、好きだから！///。お母さぁぁぁぁぁぁぁぁん！！！！！。や、やめて忘れて///お願いだから！///。～～～！！///。なんでこの絶妙なタイミングで電話するのよ！。今日はオフなの！。もぉ～～～～！！！///。うぅ～～～～////恥ずかしい～～～～！////。はぁっ........お母さんの馬鹿っ...。でもなんか落ち着いたわ...。！！。........よしっ！。はいもしもし、プロデューサー？。うん、何か起きちゃった。おはよ。プロデューサーは知らないだろうけどね、私昨日は一滴も飲んでないのよ。うん。飲む暇なんて一秒たりともなかったわ色んな意味で。べ、別にいいのよ！私も楽しんだし！。そうね、でもおはようって聞けるだけで贅沢よ。......そういう性格だからっ。なーんでもっ。あの.....思い切って一つ聞いていいかな。プロデューサー、私の事どう思ってる？。抜け駆けじゃないから許してね、皆。そ、そう.....ありがとっ。し、死なないわよ！！別に聞きたかったから聞いただけ！。ご、ごめんなさい...心配してくれてありがとうね。............。私、やっぱりこの人の事好きだわ。今改めてわかった。親と同等に私を心配してくれて、応援してくれる人。彼の優しさに惚れちゃったんだなぁ。......馬場このみ、生涯の相手を見つけちゃいましたっ...えへへっ...。う、うん....徹夜だから本末転倒だけど...。そういうプロデューサーもしっかり休みなさいよ？毎日私達で忙しいんだから。え？。......。ふわぁぁぁぁぁぁぁぁぁぁぁぁ！！！。この仕打ち！うわぁぁぁぁぁぁぁぁぁぁ！かけ直し！かけ直し！。繋がらない携帯のぉぉぉコールを待っててもぉぉぉ胸がチクチク痛むぅぅぅ！！。うわぁぁぁぁぁぁぁ！！！！！！
可憐,...
Ｐ,可憐！おはよう！
可憐,ぷ、プロデューサーさん！おはようございます！
Ｐ,待たせちゃったな
可憐,い、いえ！待ってません！
Ｐ,この暑さだ。汗が出てる。待ってないなんて嘘だな。これで拭いてくれ
可憐,あ、ありがとうございますっ...！。プロデューサーさんのハンカチ....匂い....
Ｐ,それじゃあ行こうか
可憐,は、はいっ！
このみ,.........勢いで付いてきてしまった...。ま、まぁ！？別に暇だし！？あぁー銀座のモーニング行きたかっただけだしー！？
Ｐ,上品な所だな
可憐,はいっ、料理も美味しいですし...でも私には似合わない気がして...
Ｐ,そんな事ない。綺麗な可憐にはピッタリだよ
可憐,き、綺麗だなんて....///
このみ,.....朝っぱらからいい雰囲気かましてくれるじゃない...。....てか高っ！？こんなパンとコーヒーとサラダで....？。あぁ！どうぞ！......あらっ
琴葉,えっ
美奈子,えっ
このみ,.......
Ｐ,うぉぉぉ！やっぱ海って広いなぁ！ほら可憐！クジラいるぞ！
可憐,ふふっ、プロデューサーさん子供みたい♪
Ｐ,酔ったりしてないか？大丈夫か？
可憐,フェリーじゃないから酔いませんよ。.....こんなとこでも心配してくれるんですね
このみ,....真昼間からいい雰囲気醸し出してくれるじゃない！
琴葉,遺憾です。私というものがありながら
このみ,.........抑えて琴葉ちゃん
このみ琴葉美奈子,.......
可憐,すごい綺麗な夜景ですね.....
Ｐ,こんな素敵な所を用意してくれた音無さんに感謝だな。それじゃ可憐、乾杯
可憐,乾杯っ...♪
莉緒,これ、結構高いんじゃない？
千鶴,わたくしのセレブなディナーに比べれば....財布が...うぅ号泣
奈緒,アカン奮発するとこ間違えたわ...
ロコ,な、なんてアーティスティックな盛り方！
翼,妬けちゃう...
瑞希,妬けます
亜利沙,プロデューサーさんは和食が好き、っと...
エレナ,あっ！ブラジル料理もあるヨー！
美也,美味しそうですね～
のり子,バイクで飛ばした分、お腹空いたからな～
環,いっぱい食べるぞー！
このみ琴葉美奈子,........
このみ,げぇ！？ここにも！
琴葉,どうしてここが！？
美奈子,私しか知らないと思ってたのに！
静香,プロデューサーの家を特定するなど容易です
麗花,愛さえあれば
エミリー,昨日二次会で尾行作戦を立てました
このみ,そのための二次会だったのか.....！
茜,茜ちゃんはもう保護者の位置なのよ...
風花,勢いにまかせて来ちゃった...
育,わたしも～
恵美,プロデューサーの家結構古いんだね～
ひなた,畑はないべか？それだと家が古くても...
星梨花,ここがプロデューサーさんの家なんですね～
桃子,将来桃子が暮らす家だね。狭そうだなぁ
杏奈,今....なんて？
朋花,聞き捨てなりませんね～
未来,わ！やぱり皆来てたんだ！
麗花,プロデューサーさんと可憐ちゃんは？
琴葉,もう始めてるかも！！
全員,何ぃぃぃぃ――――！！！
Ｐ,母さん、前に話したうちのアイドル
可憐,し、篠宮可憐です！
母,あらぁ、見るからに奥ゆかしい子ねぇ。可憐ちゃんって言ったかしら、あなたさえよければＰを貰ってくれてもいいのよ？
Ｐ,か、母さん！何を馬鹿な！
可憐,は、はわわ～///
母,この子モテないから心配してたのよ～。ほら、どうかしら？
可憐,じゃ、じゃあ私！。ぷ.....プロデューサーさんと！。け！けっ....！
母,何の音？
Ｐ,地震か！？
可憐,けっ！けっ...！///
Ｐ,うぉぉ！？....はっ！？お前らなんでここに！？
可憐,結婚.....え？
Ｐ,
母,Ｐ、Ｐ～、アンタいつからこんなにモテるようになったの～このこの～錯乱
Ｐ,これは...。どういうことなんだぁぁぁぁぁぁぁぁ！！！！
