高嶋友奈,昔、友達にひどいことを言ってしまった
千景,物語の行く末を見届けに
美森,……そう、私が行おうとしていることさえ、あなたは見透かすのね
千景,気にくわないけれど、あなたの思考はある程度読めてしまうのよ
美森,……そうね。私も千景ちゃんの思考はある程度読めるわ
千景,例えば、私を"ちゃん"付けする理由。あなたの性格なら郡さんと呼ぶのが後輩と言う立場から考えても自然ではある。けれど、自己申告のあなた以外は全員名前で呼ぶことが勇者部では暗黙の了解となってしまっていた。なら、千景さんと呼ぶ？いいえ、それだと私との心理的距離がさらに離れてしまう。だから、自戒のためにあなたは私を千景ちゃんと呼ぶ選択をした
美森,……例えば、友奈ちゃんに抱いているあなたの感情。友奈ちゃんも気付いているけれど、千景ちゃんは友奈ちゃんに誰かを重ねている。重ねないように努力しようとするけれど、どうしても重なってしまうのね、気付けばその誰かと同一視してしまっている。──それが、私は本当に嫌なの
千景,まるでノベルゲームで言うところの正妻気取りの幼馴染ね、あなたは。本当に気持ち悪い
美森,横から入って来たくせに私の友奈ちゃんを取らないでよ！
千景,結城さんはあなたの所有物ではないわ。何様のつもり？
美森,銀だって！最近は千景さん、千景さんって！なんで私の大切な人ばかり！
千景,あなた気付いているの？それは二股の気質よ？
美森,何も知らないくせに！私がどれだけ友奈ちゃんと銀に救われたと思っているの！？
千景,知るわけないでしょう。友情は結局のところ双方向でしか成り立たないのだから、あなたの一方通行はただの戯言でしかないわ
美森,……また私を見透かした上で煽っているのね？
千景,ええ、当然の話じゃない？私は最初からあなたが気にくわなかったのよ？
美森,……奇遇ね。私もよ
千景,意見が合うわね
美森,そうね。……きっと私たちは似た者同士、だから同族嫌悪するのよ
千景,そう、結局はそう言う話よ。私の東郷さんへ抱く想いは、アニメ視聴後から一切変わっていなかった。人と人が居るのだから仲良しこよしの楽園空間であることのほうがおかしいのよ
美森,それを考えれば私と千景ちゃんのほうが健全な状態にあるのかもしれないわね
千景,女と女のドロドロさがにじみ出ている素敵空間ね
美森,……噂には聞いたことがあるけれど、女性同士って本来そう言うものなの？
千景,そうね。欺瞞を顔に張り付けていながら同調圧力をかけ続ける、それがよくある女性社会よ。私はクズだと思っているけれど
美森,よく分からない世界だわ。そもそも神世紀の情操教育であればそう言ったことは悪であると皆理解しているはずなのに
千景,……やはり意見は合うわね。出会い方が違っていれば親友同士になれたかしら、私たち？
美森,そう言う台詞こそが嫌いなのでしょう？心にも思っていないことは言わないほうが良いわ
千景,ごもっともね
美森,……
千景,……。──これで、お互いの胸の中に溜まっていたものは吐き出せたかしら？
美森,あと三日は最低必要ね
千景,私は三ヶ月ね
美森,なら三年よ
千景,三百年
美森,……もう、それじゃあ神世紀の歴史が出来上がってしまうじゃない
千景,……ふふっ
美森,うふふ……
千景,気にくわない相手同士だが、それ故に相手のことが読め過ぎて、逆におかしくなってしまった。──それが私たち二人の関係でもある
美森,多分、正面からこう言う風に言い合いをしたのは生まれて初めての経験だと思うわ
千景,本当は幼少期に体験しておく事柄なのでしょうけれど、環境と性格によっては中々難しいのよね
美森,まったくその通りだわ
千景,……。……世界を終わらせるの？
美森,……ええ、そうするしか皆を、友奈ちゃんを救う手立てはないから
千景,延々と続く辛い延命治療よりは死による救いを、かしら？
美森,……私だけなら我慢することは出来る。でも、友奈ちゃんが、大切な人が苦しむ姿は見たくないの
千景,同意見ね
美森,……。ねぇ、千景ちゃんの本当に大切な人の名前は何て言うの？
千景,高嶋さん、高嶋友奈さん。容姿から性格まで何から何まで結城さんにそっくりな素敵な人よ
美森,それは是非ともお会いしてみたいわね
千景,あら？それは浮気かしら？結城さんに告げ口するわよ？
美森,千景ちゃんこそ現在進行形で浮気中でしょう？
千景,私は結城さんにも真剣よ
美森,浮気のよくある言い訳ね……と言いたいところだけれど、何となく気持ちが分かってしまう自分が憎いわ
千景,本当に難儀な性分ね、私たち
美森,ええ。でも、こんな自分と一生付き合っていかないといけないのよ
千景,そうね、それが人生と呼ばれるものなのでしょうね。そして、あなたのその一生の最期を私が看取ってあげるわ
美森,……本当に私を止めに来たわけではなかったのね
千景,馬鹿な女の末路を笑いに来ただけよ
美森,……。……うん。見てて、千景ちゃん。私の一世一代の大馬鹿を
千景,見届けましょう。似た者同士のあなたが世界へと売るその大喧嘩を。東郷さんは銃を取り、私も勇者服姿となってその後を追う。目の前には神樹の作り上げた頑強な壁。そこへ彼女は標準を合わせ
美森,──待っててね友奈ちゃん。今、救ってあげるから
千景,そして、東郷さんは壁を破壊した。間もなく大量の星屑たちが箱庭世界に侵入してくる。──こうして結城友奈は勇者であるの最終話は幕を上げた
友奈,はぁ、はぁ……はぁっ……！。ぐんちゃんが帰ってからも頭痛は収まることがなくて、私はベッドの上で毛布をかぶりながら自分の頭を抱え続けていた。とっても苦しくて、何故だか昔のことを次々に思い出していた。走馬燈、という縁起でもない言葉浮かんでしまったけれど、ぴったりだと思った。……あれは私たちが初めてバーテックスと戦った時の記憶で──。思い出そうとして、そこでピタリと私の頭の中は止まってしまう。……初めて、戦った……？。自分の考えたことなのに、私はどうしようないくらいの違和感を抱いてしまう。私が初めて変身して戦ったのは、あの時のはずなのに……どうして……どうして！。──どうして、銀ちゃんが戦う姿を私は見ているの！？。……っ……！。…………。……。……ああ、そうだった。そうだったよね。そうだったんだ。また。また……私が私でなくなる時間が長くなっているんだ。この頭痛がなくなったら、きっと私は本当に思い出せなくなってしまう。本当にギリギリのところで私は保たれていた。思い出す。思い出した。……そう、私は……私の名前は──。高嶋友奈。結城ちゃんではない、高嶋友奈なんだ。──大丈夫、私はまだ覚えている。自分のことを思い出してしまえば、一緒に元の世界の記憶だって思い出せる。……根性でぐんちゃんとの記憶だけはまだ残してあった。だから私はまだまだ私で居ることができる。ぐんちゃん……。先ほどまでそこに居た人の温かさを思い出して、私は途端に泣きそうになるけど、今行わないといけないのはそれを思い返すことじゃない。──私が園子ちゃんにしてしまった過ちは、もう二度繰り返してはいけない。あの時に私はそう心に誓ったんだ。……私はしょくざいをどれだけできていたのだろう？銀ちゃんに鷲尾須美は勇者であるの本を届けて、園子ちゃんの言う通りに勇者部で自分らしさを貫いて……でも、それじゃあ全然足りない。小説の中で須美ちゃんに忘れられてしまった園子ちゃんに、"誰だっけ？"と私は聞いてしまった。どれだけ傷つけてしまったんだろう……。今だって須美ちゃんと銀ちゃんに忘れられてしまっているのに、私がしてしまったことは……。立ち上がる。服が汗びっしょりで気持ち悪かったから着替える。気付けば、今はぐんちゃんさがさっきまで居た木曜の日じゃない。多分、一日か二日経ってしまっている。時間間隔さえ高嶋友奈は曖昧になってしまっていて、近いうちに私は本当の意味で結城ちゃんに成り果ててしまうのだろう。結城ちゃんになってしまうことは正直に言うと怖いけれど、仕方がないことではあると思う。お義父さんとお義母さんもこんな身寄りのない私に優しくしてくれて大好きだから不安もない。だから、受け入れている。──でも、それは今じゃない。私は何も行うべきことを行っていない。全てはその後じゃないと駄目なんだ！。高嶋友奈であることを暫く思い出せなかった頃、私は樹海の中に居た。風先輩と樹ちゃんが戦っていて、私と東郷さんはそれを見ているしかなくて。怖かった。何で私たちが、って思った。でも、風先輩と樹ちゃんの姿にとっても勇気を感じて、勇者だと思った。私もそうありたいと憧れた。そして、私と東郷さんに危機が迫り、今度は私の番で、その時がやって来る。この瞬間、久しぶりに私は自分が高嶋友奈であることを思い出していた。とんでもなく間の悪いタイミングだったと思う。でも、ちょうど良いタイミングでもあった。だから、私はバーテックスに向けて、自分自身に向けて、結城ちゃんに向けて、こう宣言したんだ。全てが終わるまで私は高嶋友奈であることを忘れたりなんかしない。だけど、本物の結城ちゃんが居ないこの世界なんだから、ここに居る高嶋友奈が結城友奈として──。それが、今の私の本当の意味での始まり──高嶋友奈でありながら私が結城友奈になった日だった。……そうだ……高嶋友奈の役目は、まだ……まだ終わってなんかいない……！。記憶は大分曖昧になってしまっているけど、これだけは覚えている。風先輩を止めて、それから、それから──！。東郷さんの、心を……守って、あげないと……。頭痛がひどい。吐き気と共に、今すぐにでも高嶋友奈が消えそうになる。このまま結城友奈で良いような気さえしてくる。だけど、耐える！私は絶対に成し遂げなければならないことがあるから！。──私は友奈！。ほんの少し前まで知っていたはずなのに、今はなに友奈かは思い出せないけど……友奈であるならそれで十分！。どんな友奈であっても友達を助けたいという気持ちに変わりはないから。部屋を出て、外に出て、道路に出る。大赦からメールが来ていた。風先輩を止めて欲しいと書かれていた。東郷さんにも注意してあげて欲しいと書かれていた。頷く。ふらつく足取りが途端にはっきりした。──私は友奈。結城友奈であり、高嶋友奈！。……今度は思い出すことができた。多分、これが最後になるのだろう。私は友達を守るため、前へと進んで行った──
高嶋友奈,結城ちゃんは勇者である
高嶋友奈の章第三話,純潔
これにて高嶋友奈の章第二話,心の平安
