喜多見柚,とやっ。と、っとっと
柚,それ以外はまだまだだーって言われちゃったけど、これから頑張るんだ。トレーナーサンも、一緒に頑張っていきましょうってさ！。……？？どしたの？なんかこう、眉のとこがぐにーってなってるよ？
加蓮,あはは、ごめんごめん。ちょっと疲れちゃって。……何の皮肉だ。よりによって褒められた部分がそれ――
Ｐ,疲れてるだと！？
柚,わ！？
Ｐ,やはりか！電話した時からそうだとは思っていたが……ほら、ソファに横になってしっかり休め！ミルクココア入れてくるからそれを飲んで身体をしっかりと！
加蓮,ああもうホントに過保――あっ、ちょ、
Ｐ,ほら座る！横になる！
加蓮,きゃっ
Ｐ,よし、次はミルクココアだ！
加蓮,…………
柚,…………
加蓮,…………
柚,…………お、お姫様？
加蓮,じゃああっちはウザい執事。ホント、Ｐさんってば……
柚,でも加蓮サンちょっと嬉しそう？
加蓮,ああん！？
柚,ギャー！ツノ、ツノ引っ込めてー！
加蓮,…………おいし
柚,アタシの分までありがとっ
Ｐ,いやいや。それより加蓮が動かないかそこで見張っててくれ、柚ちゃん
柚,あいあいさー！
加蓮,もう。たかが歩いただけなのに……Ｐさんだって歩くと疲れるでしょ？同じだよ、もう……
Ｐ,そうは言ってもな
加蓮,はいはい。それより柚。どう？次のプチLIVE、上手くできそう？
柚,んー……まだ、歌詞がたまに飛んじゃう
加蓮,そっか
柚,歌うだけならできるけど、踊りながら歌うのは難しいね
加蓮,そう？クリスマスの時は上手くやってたじゃん
柚,あれは……そのー、やらないと！って思ってたからっ
加蓮,そっか
柚,でもアタシ頑張るね！加蓮サンだって頑張ってるんだから、アタシも頑張らなきゃ！
加蓮,…………
柚,うーん。加蓮サン加蓮サン。どうやったらアタシ上手くできるかな？他のアイドルみたいに、こう、ビシって
加蓮,柚
柚,ふみゅ
加蓮,私が言ったこと思い出す。はい復唱
柚,えとっ……あ、やりたいように、楽しく！
加蓮,そうそう。上手くやるより、楽しくやろうっ
柚,あいあいさー！。楽しくかー。どうやったら楽しくなるだろ。うーん……。そうだ！
加蓮,？
柚,あのね。ここんところ。こんなふうにっ。えいっ。……って感じに回ってみたい！そしたらきっと楽しいと思うんだっ
加蓮,…………。ごめん、ここんとこってそこどこ？
柚,あれっ伝わってない！？間奏のとこだよっ。ほら、たーたたたたんったたんってとこ！
加蓮,ああ、間奏ね。そこならいいんじゃない？歌詞が飛ぶこともないだろうし
柚,やたっ。あ、それからそれから、最後のサビの前でも回ってみたい！。こんな風にっ。わっ。ぎゃふん
加蓮,…………ぷっ……くくっ……！
柚,あー！加蓮サン笑った！笑うなー！
加蓮,ごめんごめん、ごめんってば。ぷくくっ……い、いいんじゃない？その方が楽しそ……くくっ……
柚,加蓮サンひどいっ。もう、もう！
加蓮,あー、ごほん、ごほん……くくっ……ほら、まずは回っても転ばないように…………ぷぷっ……
柚,まだ笑う！？
加蓮,いや、こけた瞬間の柚の顔を思い出すと……あはははっ…………
柚,もーっ、そんなに笑う加蓮サン大っ嫌い！
加蓮,ごめん、ごめんってば。ほら、柚。途中で買ってきたチョコバーあげるからっ
柚,あ、アタシはお菓子で釣られる女の子じゃないもんっ。それもう卒業した！
加蓮,そう？じゃあ私が食べ――
柚,…………
加蓮,…………
柚,…………
加蓮,……あーん
柚,あむっ♪うまーっ！
加蓮,…………くくっ
柚,あー！また笑うー！
加蓮,あははっ
Ｐ,あれ？加蓮、結局お菓子を買って来たのか
加蓮,柚用のでーす。Ｐさんにはありませーん
Ｐ,え
加蓮,はい、あーん
柚,あむっ。ん～～♪
Ｐ,え、待って、俺の分は？
加蓮,ない
Ｐ,何で！？
加蓮,何でも
Ｐ,！？
柚,こ、こうっ。にぱっ。はいっ。に、にぱっ。ふーっ
加蓮,お疲れ、柚
柚,加蓮サンっ。……あはは、なかなか上手くできなくや
加蓮,ん……
柚,アタシ、やっぱりアイドルっぽくないよね。カメラマンサンからも言われちゃった
加蓮,それでいい……って言っても難しっか
柚,前にやった時も上手くいかなくて、すっごい時間かかったし……難しいねっ
加蓮,……そだね。でもカメラさん、いいねって言うこともあったでしょ？
柚,そだけど……
加蓮,後で見本もらえるから一緒に選ぼうよ。可愛く撮られてる柚を
柚,いっしょに？
加蓮,一緒に
柚,ぅー、変な顔で映ってたらヤダな……あ、あんまり見ないでね？
加蓮,え？やだ
柚,えーっ！？
加蓮,あははっ。ほら、それも記念だって♪
柚,うぅ。じ、じゃああんまり見られないところに置いといてよ？
加蓮,しょうがないなぁ。じゃあ誰も見ないとこにしまっとくから。……ほら、柚。休憩終わりだよ。もうちょっと頑張ってみよ？見ててあげるから
柚,はーい……
加蓮,……柚
柚,？
加蓮,失敗しても大丈夫。ここには、柚の失敗を笑う人なんていないから。だから思いっきり――
柚,……加蓮サン、こん前、思いっきり笑ってた
加蓮,え？
柚,転んだ時に
加蓮,あ。……え、もしかして気にしてた……？
柚,…………
加蓮,分かった。ごめんね。もう笑わないから。柚が失敗しても、絶対に笑わない。冗談でも笑わない。……ね？
柚,……うん
加蓮,ほら、顔を上げて。楽しいアイドルの時間だよ
柚,楽しい、アイドルの時間……
加蓮,うん。写真を撮られること、笑顔を撮られることも楽しんでいこうよ！
柚,……楽しんで、いいの？
加蓮,楽しんじゃいけないことなんて１つもないんだよ。ほらほら、行った行った！
柚,わっ。押さないでー！。決めた！アタシこの写真がいい！
加蓮,えー、こっちの方がよくない？
柚,でもそっち、ふにゃってなっててカッコ悪いっ
加蓮,それが柚らしくて可愛いんじゃん。あ、この子は堅苦しくないな、って分かってくれるよ
柚,えー！アタシもっとビシっとしたいな！
加蓮,うーん……
柚,むー……でも加蓮サンがそう言うなら、そっちでもいいよ
加蓮,え？……あー、でもこの写真、ちょっとかっこ悪いかも？
柚,どっち！？どっちなの加蓮サン！？
加蓮,ほら、柚に言われてみればって感じでさ。そっちの写真にしちゃおっか？
柚,……でもアタシも、加蓮サンに言われてみればそっちのふにゃってした顔もいいかもっ
加蓮,えー、柚こそどっちよ
柚,…………
加蓮,柚？
柚,……これハズい！なんでアタシ自分の顔をこんなにじーって見てんの！？やめてーっ、なんかすっごいハズい！
加蓮,え、そう？
柚,ハズいよ！加蓮サンだって自分の写真とか見てたらハズいでしょ！？
加蓮,いや、全然……？
柚,アタシはハズいの！
加蓮,そ、そう。でもそれは慣れなきゃ。自分がどんな顔をしてるかなんて、こうでもしないと分からないんだよ？。ほら、ステージとかでさ。キリッとしているつもりでいたら実はふにゃってしてました、なんてダサいでしょ？
