Turn1,愛神が生まれた日
スザク,ねぇ、リヴァル
リヴァル,なんだ？
スザク,前から思っていたんだけどさ。カレンって・・・
リヴァル,みなまで言うな。気づいてないのは一部だけだ
シャーリー,なっ！？
ルルーシュ,あぁ。じゃあ、少し貰うぞ
カレン,アンタが料理上手って聞いて頼んだだけだから！勘違いしないでよね！
ルルーシュ,はいはい
スザク,ねぇ、リヴァル
リヴァル,なんだ？
スザク,前から思っていたんだけどさ。カレンって・・・
リヴァル,みなまで言うな。気づいてないのは一部だけだ
ルルーシュ,ん・・・。普通に美味いな。あとは個人の好みの問題になるし特に問題ないだろう
シャーリー,むぅ・・・
カレン,ありがと。ちなみにルルーシュの好み的にはどうした方が良いの？あっ、別にルルーシュの為に作るとかじゃないから。あくまで１つのサンプル意見としてね
ルルーシュ,オレならもっとサッパリした味の方が好きだな
カレン,そう。分かったわ
シャーリー,る、ルル！私も明日ルルに味審査してもらいたいんだけど・・・
ルルーシュ,それは良いけどシャーリーは不器用だったよな。無理はするなよ？
シャーリー,うぐっ！大丈夫だよ！明日はルルのお弁当作ってくるから何も持ってこなくて良いよ！
ルルーシュ,分かった。楽しみにしている
シャーリー,うん！
リヴァル,なぁ、スザク・・・何で世の中こんな不公平なんだろうなぁ・・・
スザク,独りよがりな方法で得た結果に意味はないのに・・・
カレン,もぅ・・・
ルルーシュ,どうしたカレン？オレの顔に何かついてるか？
カレン,別に
ルルーシュ,こんにちは
ミレイ,おっ！来た！
ルルーシュ,どうしたんですか？
ミレイ,今日もナナリーは休み？
ルルーシュ,えぇ
ミレイ,そ。じゃあ、これで全員集合ね。ところで明後日までにナナリーは風邪治りそう？
ルルーシュ,今日は大事を取って学校を休んだだけなので、明日からは元気に学校来ると思いますよ
ミレイ,そかそか！
ルルーシュ,二人とも風邪は大丈夫か？
ジノ,お蔭さまで
ニーナ,うん
ミレイ,ルーック！
ルルーシュ,一体何が始まるんです？
ミレイ,明後日土曜から１泊２日で生徒会の秋合宿を開催しようと思います！
ルルーシュ,また急ですね
ミレイ,昨日決まったのよ！宿泊先はアーニャのバイト先でも良いかな？
アーニャ,予約は入ってなかったはず。大丈夫
ジノ,あれ？アーニャのバイト先ってミカン農園じゃなかったっけ？
アーニャ,農園がメイン。でもペンション経営もしている
ジノ,そうだったのかぁ
シャーリー,この合宿でルルと・・・
ミレイ,学外活動だから引率の先生を見つけなきゃダメなのよねぇ。誰か居る？
シャーリー,水泳部繋がりのヴィレッタ先生に頼めば来てくれると思いますけど・・・
ニーナ,良いかも
リヴァル,姫さまは？ルルーシュが頼めば喜んで来てくれるんじゃないの？
ルルーシュ,まさか。そんな暇じゃないだろ
リヴァル,頼むだけ頼んでみようぜ
アーニャ,・・・ボインは嫌い
スザク,あとは扇先生とか？いつもヒマそうだし
ミレイ,無いわね
シャーリー,無いなぁ
アーニャ,嫌
ニーナ,怖い
カレン,無理
リヴァル,うわっ。即答だよ
ジノ,女性陣全員が反対って・・・。嫌われてんなぁ、扇先生
ミレイ,後で姫先生とヴィレッタ先生に頼んでみよっか！
シャーリー,はい
ミレイ,ちなみに合宿のテーマは・・・ラブロマンスよ！
シャーリー,ラブロマンス！？
ルルーシュ,また変なイベントに付き合わされるのか・・・？
リヴァル,何をするんすか？
ミレイ,それはね・・・！。男女がペアになって行うイベントを盛り沢山にします！詳細は当日になってからのお楽しみでーす！
シャーリー,このイベントでルルと・・・！
アーニャ,・・・
リヴァル,この合宿で会長の心をオレに振り向かせるんだ！
ニーナ,あの３人から何か凄いオーラが出てる・・・
カレン,女の方が多いから全部男女ペアは無理じゃないですか？
ミレイ,そうね。その場合は女の子同士でペアになってもらお～
スザク,男同士のペアは無いって事ですか？
ミレイ,そうよん
スザク,そうですか・・・
リヴァル,お前、なんでそんなガッカリした顔してんの？
ジノ,まさかスザク・・・ルルーシュ先輩とペアになりたかったとか？
スザク,うん・・・
ルルーシュ,スザク！？
スザク,ルルーシュは僕の事を嫌いなのかい？
ルルーシュ,いや、好きだが・・・
スザク,嬉しいよルルーシュ！僕の事を大切だと言ったのは嘘じゃなかったんだね
ルルーシュ,なっ！？誤解を招くようなことを言うな！
ミレイ,わぁお・・・！
ルルーシュ,会長！？違います！これは・・・！
ニーナ,ルルーシュとスザク・・・アリかも
アーニャ,スザクの表現は不適切。ルルーシュは生徒会の皆と一緒に過ごす時間が大切と言った
シャーリー,そうなの？ルル
ルルーシュ,そうだ。変な勘違いをするな！
スザク,そうなのか・・・
ミレイ,それはそれで面白いけどねぇ？
ルルーシュ,会長！冗談きついですよ
スザク,ルルーシュ・・・僕を騙したんだね・・・
ジノ,でも良いこと言うねぇ。私も・・・
リヴァル,オレ、だろ
ジノ,あぁ。オレも皆と居る時間が楽しいからな！この時間を大切にしたいね
アーニャ,ジノの脳内名門貴族設定、まだ完治してない
ジノ,中等部二年から最近までずっと続けてたかんなぁ。癖になってるんだ。貴族口調で喋るの
リヴァル,オレにもそういう時代があったから気持ちは分かるけど、もう高等部なんだし早めに治せよ
ジノ,分かってるって！
リヴァル,ところで、スザクはどういう女の子が好きなんだ？
スザク,え？
リヴァル,ルルーシュのことが好きって勘違いされたままだとツラいだろ？言っちゃえよ！
ミレイ,私も聞きたーい！スザク君の好きな人は誰かな？
スザク,・・・僕は・・・ユフィかな・・・
リヴァル,ユフィって・・・ルルーシュの妹さんだっけ？
ルルーシュ,あぁ
ニーナ,ユーフェミアさま！？
ジノ,ニーナ！？どうしたんだ？
ミレイ,この前、スザク君のバイト先の・・・喫茶アヴァロンだっけ？あそこに行ったんだけどさ。店員のユーフェミアさんが可愛くてファンになっちゃったらしいのよ
ニーナ,そんな・・・
カレン,確かに可愛いわね・・・悔しいけど
シャーリー,確かに。妹で良かったぁ・・・
ミレイ,じゃあ、ユフィも合宿に呼びましょうか！スザク君、誘っておいてぇ
ニーナ,やったぁ！
スザク,・・・分かりました。でも、ユフィはルルーシュと付き合いたいって・・・
ニーナ,え？
ルルーシュ,そんなの冗談に決まっているだろう。ユフィとは兄妹だぞ
シャーリー,そ、そうだよね。あはは
スザク,・・・。あ、すみません。今日用事があるのでそろそろ帰ります
ミレイ,はーい。じゃ、キリが良いし今日は解散にしましょうか！
スザク,じゃあ、お先に失礼します
ジノ,おぅ！またなぁスザク！
ルルーシュ,なんだスザクのヤツ。一緒に枢木道場まで行くかと思ったら。・・・何か準備でもあるのか？
